,Month,Day,Time,Year,Condition,Temp_C
0,October,21,1900-01-01 06:01:00,2018,Rain Shower,15
1,August,5,1900-01-01 21:18:00,2017,Rain Shower,16
2,August,27,1900-01-01 04:41:00,2018,Rain Shower,16
3,July,11,1900-01-01 20:27:00,2018,Rain Shower,16
4,July,29,1900-01-01 03:42:00,2016,Showers,16
5,June,21,1900-01-01 07:01:00,2016,Showers,16
6,September,22,1900-01-01 06:03:00,2016,Few Showers,17
7,August,21,1900-01-01 13:41:00,2017,Light Rain,17
8,August,5,1900-01-01 04:08:00,2017,Rain Shower,17
9,August,6,1900-01-01 22:58:00,2018,Rain Shower,17
10,August,7,1900-01-01 01:13:00,2018,Rain Shower,17
11,August,7,1900-01-01 03:38:00,2018,Rain Shower,17
12,August,26,1900-01-01 19:46:00,2018,Rain Shower,17
13,August,26,1900-01-01 22:01:00,2018,Rain Shower,17
14,May,12,1900-01-01 03:03:00,2017,Rain Shower,17
15,September,5,1900-01-01 21:52:00,2018,Rain Shower,17
16,April,29,1900-01-01 07:02:00,2016,Showers,17
17,November,19,1900-01-01 04:46:00,2016,Showers,17
18,August,18,1900-01-01 01:22:00,2017,Light Rain,18
19,June,15,1900-01-01 04:41:00,2018,Light Rain,18
20,May,11,1900-01-01 21:58:00,2017,Light Rain,18
21,August,1,1900-01-01 22:03:00,2018,Rain,18
22,August,2,1900-01-01 00:33:00,2018,Rain,18
23,August,21,1900-01-01 05:46:00,2017,Rain,18
24,November,21,1900-01-01 02:48:00,2018,Rain,18
25,August,2,1900-01-01 21:37:00,2018,Rain Shower,18
26,August,4,1900-01-01 02:52:00,2018,Rain Shower,18
27,August,5,1900-01-01 18:53:00,2017,Rain Shower,18
28,August,20,1900-01-01 23:51:00,2017,Rain Shower,18
29,August,26,1900-01-01 17:27:00,2018,Rain Shower,18
30,July,2,1900-01-01 17:15:00,2017,Rain Shower,18
31,June,17,1900-01-01 06:39:00,2018,Rain Shower,18
32,May,23,1900-01-01 21:34:00,2018,Rain Shower,18
33,September,1,1900-01-01 02:39:00,2017,Rain Shower,18
34,June,7,1900-01-01 07:03:00,2016,Showers,18
35,June,7,1900-01-01 20:13:00,2016,Showers,18
36,May,13,1900-01-01 19:22:00,2016,Showers,18
37,May,15,1900-01-01 02:50:00,2016,Showers,18
38,September,30,1900-01-01 04:26:00,2016,Few Showers,19
39,April,23,1900-01-01 04:46:00,2017,Light Rain,19
40,August,6,1900-01-01 06:58:00,2018,Light Rain,19
41,July,4,1900-01-01 17:10:00,2017,Light Rain,19
42,July,31,1900-01-01 19:48:00,2018,Light Rain,19
43,June,18,1900-01-01 21:38:00,2018,Light Rain,19
44,May,18,1900-01-01 01:43:00,2017,Light Rain,19
45,May,19,1900-01-01 03:44:00,2017,Light Rain,19
46,October,5,1900-01-01 22:07:00,2015,Light Rain,19
47,October,19,1900-01-01 06:34:00,2015,Light Rain,19
48,April,28,1900-01-01 10:02:00,2017,Rain,19
49,August,1,1900-01-01 17:03:00,2018,Rain,19
50,August,18,1900-01-01 16:57:00,2017,Rain,19
51,July,25,1900-01-01 02:32:00,2018,Rain,19
52,June,3,1900-01-01 22:52:00,2016,Rain,19
53,June,5,1900-01-01 18:16:00,2018,Rain,19
54,June,7,1900-01-01 06:47:00,2018,Rain,19
55,June,20,1900-01-01 22:41:00,2017,Rain,19
56,November,9,1900-01-01 15:03:00,2017,Rain,19
57,September,1,1900-01-01 02:02:00,2016,Rain,19
58,September,27,1900-01-01 17:20:00,2017,Rain,19
59,April,1,1900-01-01 23:47:00,2017,Rain Shower,19
60,August,3,1900-01-01 23:32:00,2018,Rain Shower,19
61,August,4,1900-01-01 19:43:00,2017,Rain Shower,19
62,August,10,1900-01-01 22:48:00,2017,Rain Shower,19
63,August,16,1900-01-01 17:42:00,2017,Rain Shower,19
64,August,16,1900-01-01 21:35:00,2018,Rain Shower,19
65,August,17,1900-01-01 18:01:00,2018,Rain Shower,19
66,June,4,1900-01-01 10:16:00,2018,Rain Shower,19
67,June,15,1900-01-01 17:54:00,2018,Rain Shower,19
68,June,16,1900-01-01 22:49:00,2018,Rain Shower,19
69,May,7,1900-01-01 23:07:00,2017,Rain Shower,19
70,May,25,1900-01-01 22:46:00,2018,Rain Shower,19
71,November,20,1900-01-01 20:03:00,2018,Rain Shower,19
72,October,6,1900-01-01 20:25:00,2018,Rain Shower,19
73,October,28,1900-01-01 23:22:00,2018,Rain Shower,19
74,April,29,1900-01-01 20:07:00,2016,Showers,19
75,June,2,1900-01-01 04:51:00,2016,Showers,19
76,June,4,1900-01-01 06:50:00,2016,Showers,19
77,October,5,1900-01-01 02:27:00,2016,Showers,19
78,September,1,1900-01-01 08:02:00,2016,Showers,19
79,December,1,1900-01-01 00:26:00,2016,Few Showers,20
80,September,8,1900-01-01 00:31:00,2016,Few Showers,20
81,August,19,1900-01-01 19:51:00,2017,Light Rain,20
82,August,26,1900-01-01 06:22:00,2018,Light Rain,20
83,January,19,1900-01-01 07:34:00,2016,Light Rain,20
84,July,22,1900-01-01 04:28:00,2018,Light Rain,20
85,November,21,1900-01-01 12:38:00,2015,Light Rain,20
86,October,5,1900-01-01 06:56:00,2015,Light Rain,20
87,October,5,1900-01-01 19:53:00,2015,Light Rain,20
88,October,6,1900-01-01 18:10:00,2018,Light Rain,20
89,October,18,1900-01-01 18:53:00,2015,Light Rain,20
90,October,18,1900-01-01 08:23:00,2015,Light Rain,20
91,August,6,1900-01-01 11:18:00,2018,Rain,20
92,February,6,1900-01-01 03:05:00,2018,Rain,20
93,September,14,1900-01-01 19:49:00,2018,Rain,20
94,August,7,1900-01-01 15:58:00,2018,Rain Shower,20
95,August,15,1900-01-01 18:49:00,2017,Rain Shower,20
96,August,27,1900-01-01 14:41:00,2018,Rain Shower,20
97,August,31,1900-01-01 18:39:00,2017,Rain Shower,20
98,July,21,1900-01-01 22:28:00,2018,Rain Shower,20
99,July,24,1900-01-01 21:22:00,2018,Rain Shower,20
100,June,4,1900-01-01 16:16:00,2018,Rain Shower,20
101,June,8,1900-01-01 00:17:00,2018,Rain Shower,20
102,November,1,1900-01-01 04:36:00,2017,Rain Shower,20
103,October,29,1900-01-01 09:21:00,2018,Rain Shower,20
104,June,2,1900-01-01 23:29:00,2016,Showers,20
105,October,2,1900-01-01 18:07:00,2016,Few Showers,21
106,October,6,1900-01-01 07:37:00,2016,Few Showers,21
107,October,10,1900-01-01 17:36:00,2016,Few Showers,21
108,October,10,1900-01-01 19:21:00,2016,Few Showers,21
109,October,30,1900-01-01 10:02:00,2016,Few Showers,21
110,September,16,1900-01-01 01:38:00,2016,Few Showers,21
111,September,26,1900-01-01 15:31:00,2016,Few Showers,21
112,September,27,1900-01-01 18:15:00,2016,Few Showers,21
113,September,30,1900-01-01 06:11:00,2016,Few Showers,21
114,April,21,1900-01-01 05:09:00,2018,Light Rain,21
115,December,7,1900-01-01 14:19:00,2015,Light Rain,21
116,February,5,1900-01-01 06:16:00,2018,Light Rain,21
117,February,29,1900-01-01 23:55:00,2016,Light Rain,21
118,January,19,1900-01-01 00:04:00,2016,Light Rain,21
119,January,21,1900-01-01 04:29:00,2016,Light Rain,21
120,January,21,1900-01-01 06:44:00,2016,Light Rain,21
121,January,23,1900-01-01 03:53:00,2016,Light Rain,21
122,July,5,1900-01-01 16:29:00,2017,Light Rain,21
123,June,6,1900-01-01 18:57:00,2018,Light Rain,21
124,November,2,1900-01-01 07:45:00,2015,Light Rain,21
125,November,8,1900-01-01 04:32:00,2015,Light Rain,21
126,November,21,1900-01-01 17:11:00,2015,Light Rain,21
127,October,3,1900-01-01 18:11:00,2017,Light Rain,21
128,October,5,1900-01-01 00:06:00,2015,Light Rain,21
129,October,8,1900-01-01 20:33:00,2017,Light Rain,21
130,October,23,1900-01-01 05:04:00,2017,Light Rain,21
131,October,24,1900-01-01 23:55:00,2015,Light Rain,21
132,October,26,1900-01-01 02:07:00,2018,Light Rain,21
133,April,24,1900-01-01 14:02:00,2018,Rain,21
134,August,3,1900-01-01 20:19:00,2017,Rain,21
135,August,17,1900-01-01 13:22:00,2017,Rain,21
136,August,20,1900-01-01 19:51:00,2017,Rain,21
137,January,8,1900-01-01 04:42:00,2018,Rain,21
138,June,13,1900-01-01 18:07:00,2017,Rain,21
139,June,16,1900-01-01 13:44:00,2018,Rain,21
140,May,14,1900-01-01 15:13:00,2017,Rain,21
141,November,30,1900-01-01 13:34:00,2017,Rain,21
142,October,7,1900-01-01 14:25:00,2018,Rain,21
143,October,23,1900-01-01 03:34:00,2017,Rain,21
144,September,14,1900-01-01 15:49:00,2018,Rain,21
145,April,16,1900-01-01 05:30:00,2018,Rain Shower,21
146,April,18,1900-01-01 00:45:00,2017,Rain Shower,21
147,April,21,1900-01-01 22:59:00,2018,Rain Shower,21
148,August,3,1900-01-01 15:47:00,2018,Rain Shower,21
149,August,16,1900-01-01 16:35:00,2018,Rain Shower,21
150,August,26,1900-01-01 00:22:00,2018,Rain Shower,21
151,July,4,1900-01-01 15:40:00,2017,Rain Shower,21
152,July,10,1900-01-01 01:17:00,2018,Rain Shower,21
153,July,18,1900-01-01 12:11:00,2017,Rain Shower,21
154,July,30,1900-01-01 22:03:00,2018,Rain Shower,21
155,March,28,1900-01-01 19:40:00,2017,Rain Shower,21
156,March,28,1900-01-01 21:11:00,2017,Rain Shower,21
157,March,28,1900-01-01 22:45:00,2017,Rain Shower,21
158,March,29,1900-01-01 22:20:00,2017,Rain Shower,21
159,May,8,1900-01-01 01:25:00,2018,Rain Shower,21
160,May,10,1900-01-01 23:03:00,2017,Rain Shower,21
161,May,20,1900-01-01 03:38:00,2018,Rain Shower,21
162,November,1,1900-01-01 00:41:00,2017,Rain Shower,21
163,November,9,1900-01-01 21:53:00,2018,Rain Shower,21
164,November,17,1900-01-01 03:08:00,2018,Rain Shower,21
165,November,26,1900-01-01 22:58:00,2018,Rain Shower,21
166,October,14,1900-01-01 22:08:00,2018,Rain Shower,21
167,October,16,1900-01-01 00:33:00,2018,Rain Shower,21
168,September,14,1900-01-01 23:49:00,2018,Rain Shower,21
169,May,7,1900-01-01 19:53:00,2016,Showers,21
170,November,23,1900-01-01 03:30:00,2016,Showers,21
171,October,9,1900-01-01 18:16:00,2016,Showers,21
172,October,29,1900-01-01 20:27:00,2016,Showers,21
173,September,9,1900-01-01 16:26:00,2016,Showers,21
174,September,16,1900-01-01 17:28:00,2016,Showers,21
175,September,21,1900-01-01 17:29:00,2016,Showers,21
176,September,26,1900-01-01 16:25:00,2016,Showers,21
177,September,29,1900-01-01 20:22:00,2016,Showers,21
178,June,6,1900-01-01 20:13:00,2016,Thunderstorms,21
179,December,16,1900-01-01 10:44:00,2016,Few Showers,22
180,September,16,1900-01-01 07:38:00,2016,Few Showers,22
181,September,19,1900-01-01 21:24:00,2016,Few Showers,22
182,November,18,1900-01-01 04:46:00,2016,Isolated Thunderstorms,22
183,April,14,1900-01-01 22:50:00,2017,Light Rain,22
184,December,1,1900-01-01 18:41:00,2015,Light Rain,22
185,December,3,1900-01-01 01:03:00,2015,Light Rain,22
186,December,3,1900-01-01 16:08:00,2015,Light Rain,22
187,December,3,1900-01-01 08:35:00,2015,Light Rain,22
188,December,7,1900-01-01 16:36:00,2015,Light Rain,22
189,December,8,1900-01-01 00:11:00,2015,Light Rain,22
190,December,26,1900-01-01 06:54:00,2018,Light Rain,22
191,December,27,1900-01-01 00:54:00,2018,Light Rain,22
192,February,21,1900-01-01 22:56:00,2016,Light Rain,22
193,January,9,1900-01-01 02:42:00,2018,Light Rain,22
194,January,18,1900-01-01 21:04:00,2016,Light Rain,22
195,January,19,1900-01-01 11:19:00,2016,Light Rain,22
196,January,20,1900-01-01 18:37:00,2016,Light Rain,22
197,January,20,1900-01-01 23:15:00,2016,Light Rain,22
198,January,21,1900-01-01 00:44:00,2016,Light Rain,22
199,January,22,1900-01-01 09:03:00,2016,Light Rain,22
200,July,1,1900-01-01 17:13:00,2017,Light Rain,22
201,July,9,1900-01-01 18:52:00,2018,Light Rain,22
202,June,14,1900-01-01 07:46:00,2018,Light Rain,22
203,June,23,1900-01-01 17:09:00,2017,Light Rain,22
204,March,2,1900-01-01 04:49:00,2016,Light Rain,22
205,May,13,1900-01-01 07:51:00,2018,Light Rain,22
206,November,2,1900-01-01 05:39:00,2018,Light Rain,22
207,November,4,1900-01-01 22:12:00,2015,Light Rain,22
208,November,4,1900-01-01 20:31:00,2018,Light Rain,22
209,November,5,1900-01-01 23:25:00,2017,Light Rain,22
210,November,8,1900-01-01 00:02:00,2015,Light Rain,22
211,November,25,1900-01-01 23:48:00,2015,Light Rain,22
212,November,26,1900-01-01 02:28:00,2018,Light Rain,22
213,October,7,1900-01-01 22:45:00,2018,Light Rain,22
214,October,14,1900-01-01 18:13:00,2018,Light Rain,22
215,October,25,1900-01-01 08:12:00,2018,Light Rain,22
216,October,28,1900-01-01 22:03:00,2015,Light Rain,22
217,October,29,1900-01-01 02:48:00,2015,Light Rain,22
218,October,29,1900-01-01 06:55:00,2015,Light Rain,22
219,September,25,1900-01-01 23:30:00,2015,Light Rain,22
220,September,28,1900-01-01 03:37:00,2018,Light Rain,22
221,September,29,1900-01-01 06:10:00,2015,Light Rain,22
222,November,23,1900-01-01 09:12:00,2015,Light Rain with Thunder,22
223,April,22,1900-01-01 05:09:00,2017,Rain,22
224,August,25,1900-01-01 20:42:00,2018,Rain,22
225,December,7,1900-01-01 20:19:00,2017,Rain,22
226,June,7,1900-01-01 15:32:00,2018,Rain,22
227,June,13,1900-01-01 17:51:00,2018,Rain,22
228,March,1,1900-01-01 15:23:00,2016,Rain,22
229,March,19,1900-01-01 21:38:00,2017,Rain,22
230,March,30,1900-01-01 11:32:00,2018,Rain,22
231,May,21,1900-01-01 23:12:00,2017,Rain,22
232,November,7,1900-01-01 22:38:00,2018,Rain,22
233,November,10,1900-01-01 23:03:00,2017,Rain,22
234,November,21,1900-01-01 00:52:00,2017,Rain,22
235,November,30,1900-01-01 20:44:00,2017,Rain,22
236,October,7,1900-01-01 14:58:00,2017,Rain,22
237,October,23,1900-01-01 11:44:00,2017,Rain,22
238,October,26,1900-01-01 18:35:00,2017,Rain,22
239,October,30,1900-01-01 13:06:00,2017,Rain,22
240,September,3,1900-01-01 19:37:00,2018,Rain,22
241,September,30,1900-01-01 09:30:00,2017,Rain,22
242,April,7,1900-01-01 23:13:00,2018,Rain Shower,22
243,April,18,1900-01-01 08:45:00,2017,Rain Shower,22
244,April,23,1900-01-01 16:02:00,2018,Rain Shower,22
245,August,1,1900-01-01 11:03:00,2018,Rain Shower,22
246,August,2,1900-01-01 13:03:00,2018,Rain Shower,22
247,December,12,1900-01-01 02:47:00,2017,Rain Shower,22
248,December,12,1900-01-01 04:22:00,2017,Rain Shower,22
249,December,12,1900-01-01 18:27:00,2017,Rain Shower,22
250,February,2,1900-01-01 23:09:00,2017,Rain Shower,22
251,February,6,1900-01-01 23:38:00,2018,Rain Shower,22
252,January,5,1900-01-01 09:01:00,2018,Rain Shower,22
253,January,8,1900-01-01 23:17:00,2018,Rain Shower,22
254,January,8,1900-01-01 00:07:00,2018,Rain Shower,22
255,July,3,1900-01-01 19:13:00,2018,Rain Shower,22
256,July,4,1900-01-01 09:13:00,2018,Rain Shower,22
257,June,17,1900-01-01 17:19:00,2018,Rain Shower,22
258,March,20,1900-01-01 20:26:00,2017,Rain Shower,22
259,May,3,1900-01-01 15:35:00,2017,Rain Shower,22
260,May,6,1900-01-01 21:48:00,2018,Rain Shower,22
261,November,6,1900-01-01 15:10:00,2017,Rain Shower,22
262,November,11,1900-01-01 15:58:00,2017,Rain Shower,22
263,November,11,1900-01-01 17:28:00,2017,Rain Shower,22
264,November,11,1900-01-01 02:23:00,2018,Rain Shower,22
265,November,11,1900-01-01 05:23:00,2018,Rain Shower,22
266,November,16,1900-01-01 20:49:00,2017,Rain Shower,22
267,November,27,1900-01-01 21:16:00,2018,Rain Shower,22
268,October,2,1900-01-01 15:41:00,2017,Rain Shower,22
269,October,15,1900-01-01 16:58:00,2018,Rain Shower,22
270,October,25,1900-01-01 19:27:00,2018,Rain Shower,22
271,May,23,1900-01-01 10:47:00,2016,Scattered Thunderstorms,22
272,October,11,1900-01-01 19:34:00,2016,Scattered Thunderstorms,22
273,December,10,1900-01-01 03:11:00,2016,Showers,22
274,November,30,1900-01-01 19:51:00,2016,Showers,22
275,October,2,1900-01-01 10:37:00,2016,Showers,22
276,October,28,1900-01-01 17:46:00,2016,Showers,22
277,November,23,1900-01-01 03:57:00,2015,Thunder,22
278,May,10,1900-01-01 20:01:00,2016,Thunderstorms,22
279,November,24,1900-01-01 06:35:00,2016,Few Showers,23
280,September,9,1900-01-01 14:20:00,2016,Few Showers,23
281,September,24,1900-01-01 16:08:00,2016,Few Showers,23
282,November,10,1900-01-01 02:46:00,2016,Isolated Thunderstorms,23
283,April,6,1900-01-01 01:02:00,2018,Light Rain,23
284,December,6,1900-01-01 21:20:00,2018,Light Rain,23
285,December,8,1900-01-01 04:39:00,2017,Light Rain,23
286,February,22,1900-01-01 22:29:00,2016,Light Rain,23
287,January,18,1900-01-01 16:31:00,2016,Light Rain,23
288,January,20,1900-01-01 12:37:00,2016,Light Rain,23
289,January,22,1900-01-01 12:48:00,2016,Light Rain,23
290,January,29,1900-01-01 06:51:00,2016,Light Rain,23
291,March,1,1900-01-01 12:48:00,2016,Light Rain,23
292,March,24,1900-01-01 05:11:00,2016,Light Rain,23
293,November,3,1900-01-01 07:05:00,2015,Light Rain,23
294,November,4,1900-01-01 08:42:00,2015,Light Rain,23
295,November,6,1900-01-01 09:54:00,2015,Light Rain,23
296,November,9,1900-01-01 09:14:00,2015,Light Rain,23
297,November,9,1900-01-01 00:11:00,2015,Light Rain,23
298,November,10,1900-01-01 23:53:00,2018,Light Rain,23
299,November,17,1900-01-01 03:53:00,2015,Light Rain,23
300,November,23,1900-01-01 19:06:00,2015,Light Rain,23
301,November,23,1900-01-01 02:52:00,2018,Light Rain,23
302,November,25,1900-01-01 20:36:00,2015,Light Rain,23
303,November,28,1900-01-01 07:16:00,2017,Light Rain,23
304,October,3,1900-01-01 03:30:00,2017,Light Rain,23
305,October,14,1900-01-01 03:15:00,2018,Light Rain,23
306,October,15,1900-01-01 03:37:00,2017,Light Rain,23
307,October,18,1900-01-01 01:53:00,2018,Light Rain,23
308,October,22,1900-01-01 18:09:00,2015,Light Rain,23
309,October,27,1900-01-01 23:00:00,2015,Light Rain,23
310,October,28,1900-01-01 18:00:00,2015,Light Rain,23
311,October,28,1900-01-01 08:51:00,2015,Light Rain,23
312,September,20,1900-01-01 22:53:00,2018,Light Rain,23
313,September,26,1900-01-01 02:04:00,2015,Light Rain,23
314,September,28,1900-01-01 09:53:00,2015,Light Rain,23
315,September,28,1900-01-01 21:14:00,2018,Light Rain,23
316,February,16,1900-01-01 21:33:00,2016,Light Rain with Thunder,23
317,February,21,1900-01-01 19:12:00,2016,Light Rain with Thunder,23
318,November,28,1900-01-01 23:04:00,2015,Light Rain with Thunder,23
319,April,22,1900-01-01 09:14:00,2017,Rain,23
320,August,18,1900-01-01 13:24:00,2017,Rain,23
321,December,16,1900-01-01 14:21:00,2017,Rain,23
322,February,1,1900-01-01 14:44:00,2017,Rain,23
323,January,8,1900-01-01 08:57:00,2018,Rain,23
324,January,12,1900-01-01 15:04:00,2018,Rain,23
325,January,16,1900-01-01 14:59:00,2018,Rain,23
326,January,29,1900-01-01 14:35:00,2017,Rain,23
327,March,18,1900-01-01 05:03:00,2017,Rain,23
328,March,18,1900-01-01 23:18:00,2017,Rain,23
329,November,2,1900-01-01 19:39:00,2015,Rain,23
330,November,7,1900-01-01 12:48:00,2018,Rain,23
331,November,10,1900-01-01 17:58:00,2017,Rain,23
332,November,11,1900-01-01 14:48:00,2018,Rain,23
333,November,11,1900-01-01 22:28:00,2018,Rain,23
