October 21,2018,06:01AM,Rain Shower,15 C
August 05,2017,09:18PM,Rain Shower,16 C
August 27,2018,04:41AM,Rain Shower,16 C
July 11,2018,08:27PM,Rain Shower,16 C
July 29,2016,03:42AM,Showers,16 C
June 21,2016,07:01AM,Showers,16 C
September 22,2016,06:03AM,Few Showers,17 C
August 21,2017,01:41PM,Light Rain,17 C
August 05,2017,04:08AM,Rain Shower,17 C
August 06,2018,10:58PM,Rain Shower,17 C
August 07,2018,01:13AM,Rain Shower,17 C
August 07,2018,03:38AM,Rain Shower,17 C
August 26,2018,07:46PM,Rain Shower,17 C
August 26,2018,10:01PM,Rain Shower,17 C
May 12,2017,03:03AM,Rain Shower,17 C
September 05,2018,09:52PM,Rain Shower,17 C
April 29,2016,07:02AM,Showers,17 C
November 19,2016,04:46AM,Showers,17 C
August 18,2017,01:22AM,Light Rain,18 C
June 15,2018,04:41AM,Light Rain,18 C
May 11,2017,09:58PM,Light Rain,18 C
August 01,2018,10:03PM,Rain,18 C
August 02,2018,12:33AM,Rain,18 C
August 21,2017,05:46AM,Rain,18 C
November 21,2018,02:48AM,Rain,18 C
August 02,2018,09:37PM,Rain Shower,18 C
August 04,2018,02:52AM,Rain Shower,18 C
August 05,2017,06:53PM,Rain Shower,18 C
August 20,2017,11:51PM,Rain Shower,18 C
August 26,2018,05:27PM,Rain Shower,18 C
July 02,2017,05:15PM,Rain Shower,18 C
June 17,2018,06:39AM,Rain Shower,18 C
May 23,2018,09:34PM,Rain Shower,18 C
September 01,2017,02:39AM,Rain Shower,18 C
June 07,2016,07:03AM,Showers,18 C
June 07,2016,08:13PM,Showers,18 C
May 13,2016,07:22PM,Showers,18 C
May 15,2016,02:50AM,Showers,18 C
September 30,2016,04:26AM,Few Showers,19 C
April 23,2017,04:46AM,Light Rain,19 C
August 06,2018,06:58AM,Light Rain,19 C
July 04,2017,05:10PM,Light Rain,19 C
July 31,2018,07:48PM,Light Rain,19 C
June 18,2018,09:38PM,Light Rain,19 C
May 18,2017,01:43AM,Light Rain,19 C
May 19,2017,03:44AM,Light Rain,19 C
October 05,2015,10:07PM,Light Rain,19 C
October 19,2015,06:34AM,Light Rain,19 C
April 28,2017,10:02AM,Rain,19 C
August 01,2018,05:03PM,Rain,19 C
August 18,2017,04:57PM,Rain,19 C
July 25,2018,02:32AM,Rain,19 C
June 03,2016,10:52PM,Rain,19 C
June 05,2018,06:16PM,Rain,19 C
June 07,2018,06:47AM,Rain,19 C
June 20,2017,10:41PM,Rain,19 C
November 09,2017,03:03PM,Rain,19 C
September 01,2016,02:02AM,Rain,19 C
September 27,2017,05:20PM,Rain,19 C
April 01,2017,11:47PM,Rain Shower,19 C
August 03,2018,11:32PM,Rain Shower,19 C
August 04,2017,07:43PM,Rain Shower,19 C
August 10,2017,10:48PM,Rain Shower,19 C
August 16,2017,05:42PM,Rain Shower,19 C
August 16,2018,09:35PM,Rain Shower,19 C
August 17,2018,06:01PM,Rain Shower,19 C
June 04,2018,10:16AM,Rain Shower,19 C
June 15,2018,05:54PM,Rain Shower,19 C
June 16,2018,10:49PM,Rain Shower,19 C
May 07,2017,11:07PM,Rain Shower,19 C
May 25,2018,10:46PM,Rain Shower,19 C
November 20,2018,08:03PM,Rain Shower,19 C
October 06,2018,08:25PM,Rain Shower,19 C
October 28,2018,11:22PM,Rain Shower,19 C
April 29,2016,08:07PM,Showers,19 C
June 02,2016,04:51AM,Showers,19 C
June 04,2016,06:50AM,Showers,19 C
October 05,2016,02:27AM,Showers,19 C
September 01,2016,08:02AM,Showers,19 C
December 01,2016,12:26AM,Few Showers,20 C
September 08,2016,12:31AM,Few Showers,20 C
August 19,2017,07:51PM,Light Rain,20 C
August 26,2018,06:22AM,Light Rain,20 C
January 19,2016,07:34AM,Light Rain,20 C
July 22,2018,04:28AM,Light Rain,20 C
November 21,2015,12:38PM,Light Rain,20 C
October 05,2015,06:56AM,Light Rain,20 C
October 05,2015,07:53PM,Light Rain,20 C
October 06,2018,06:10PM,Light Rain,20 C
October 18,2015,06:53PM,Light Rain,20 C
October 18,2015,08:23AM,Light Rain,20 C
August 06,2018,11:18AM,Rain,20 C
February 06,2018,03:05AM,Rain,20 C
September 14,2018,07:49PM,Rain,20 C
August 07,2018,03:58PM,Rain Shower,20 C
August 15,2017,06:49PM,Rain Shower,20 C
August 27,2018,02:41PM,Rain Shower,20 C
August 31,2017,06:39PM,Rain Shower,20 C
July 21,2018,10:28PM,Rain Shower,20 C
July 24,2018,09:22PM,Rain Shower,20 C
June 04,2018,04:16PM,Rain Shower,20 C
June 08,2018,12:17AM,Rain Shower,20 C
November 01,2017,04:36AM,Rain Shower,20 C
October 29,2018,09:21AM,Rain Shower,20 C
June 02,2016,11:29PM,Showers,20 C
October 02,2016,06:07PM,Few Showers,21 C
October 06,2016,07:37AM,Few Showers,21 C
October 10,2016,05:36PM,Few Showers,21 C
October 10,2016,07:21PM,Few Showers,21 C
October 30,2016,10:02AM,Few Showers,21 C
September 16,2016,01:38AM,Few Showers,21 C
September 26,2016,03:31PM,Few Showers,21 C
September 27,2016,06:15PM,Few Showers,21 C
September 30,2016,06:11AM,Few Showers,21 C
April 21,2018,05:09AM,Light Rain,21 C
December 07,2015,02:19PM,Light Rain,21 C
February 05,2018,06:16AM,Light Rain,21 C
February 29,2016,11:55PM,Light Rain,21 C
January 19,2016,12:04AM,Light Rain,21 C
January 21,2016,04:29AM,Light Rain,21 C
January 21,2016,06:44AM,Light Rain,21 C
January 23,2016,03:53AM,Light Rain,21 C
July 05,2017,04:29PM,Light Rain,21 C
June 06,2018,06:57PM,Light Rain,21 C
November 02,2015,07:45AM,Light Rain,21 C
November 08,2015,04:32AM,Light Rain,21 C
November 21,2015,05:11PM,Light Rain,21 C
October 03,2017,06:11PM,Light Rain,21 C
October 05,2015,12:06AM,Light Rain,21 C
October 08,2017,08:33PM,Light Rain,21 C
October 23,2017,05:04AM,Light Rain,21 C
October 24,2015,11:55PM,Light Rain,21 C
October 26,2018,02:07AM,Light Rain,21 C
April 24,2018,02:02PM,Rain,21 C
August 03,2017,08:19PM,Rain,21 C
August 17,2017,01:22PM,Rain,21 C
August 20,2017,07:51PM,Rain,21 C
January 08,2018,04:42AM,Rain,21 C
June 13,2017,06:07PM,Rain,21 C
June 16,2018,01:44PM,Rain,21 C
May 14,2017,03:13PM,Rain,21 C
November 30,2017,01:34PM,Rain,21 C
October 07,2018,02:25PM,Rain,21 C
October 23,2017,03:34AM,Rain,21 C
September 14,2018,03:49PM,Rain,21 C
April 16,2018,05:30AM,Rain Shower,21 C
April 18,2017,12:45AM,Rain Shower,21 C
April 21,2018,10:59PM,Rain Shower,21 C
August 03,2018,03:47PM,Rain Shower,21 C
August 16,2018,04:35PM,Rain Shower,21 C
August 26,2018,12:22AM,Rain Shower,21 C
July 04,2017,03:40PM,Rain Shower,21 C
July 10,2018,01:17AM,Rain Shower,21 C
July 18,2017,12:11PM,Rain Shower,21 C
July 30,2018,10:03PM,Rain Shower,21 C
March 28,2017,07:40PM,Rain Shower,21 C
March 28,2017,09:11PM,Rain Shower,21 C
March 28,2017,10:45PM,Rain Shower,21 C
March 29,2017,10:20PM,Rain Shower,21 C
May 08,2018,01:25AM,Rain Shower,21 C
May 10,2017,11:03PM,Rain Shower,21 C
May 20,2018,03:38AM,Rain Shower,21 C
November 01,2017,12:41AM,Rain Shower,21 C
November 09,2018,09:53PM,Rain Shower,21 C
November 17,2018,03:08AM,Rain Shower,21 C
November 26,2018,10:58PM,Rain Shower,21 C
October 14,2018,10:08PM,Rain Shower,21 C
October 16,2018,12:33AM,Rain Shower,21 C
September 14,2018,11:49PM,Rain Shower,21 C
May 07,2016,07:53PM,Showers,21 C
November 23,2016,03:30AM,Showers,21 C
October 09,2016,06:16PM,Showers,21 C
October 29,2016,08:27PM,Showers,21 C
September 09,2016,04:26PM,Showers,21 C
September 16,2016,05:28PM,Showers,21 C
September 21,2016,05:29PM,Showers,21 C
September 26,2016,04:25PM,Showers,21 C
September 29,2016,08:22PM,Showers,21 C
June 06,2016,08:13PM,Thunderstorms,21 C
December 16,2016,10:44AM,Few Showers,22 C
September 16,2016,07:38AM,Few Showers,22 C
September 19,2016,09:24PM,Few Showers,22 C
November 18,2016,04:46AM,Isolated Thunderstorms,22 C
April 14,2017,10:50PM,Light Rain,22 C
December 01,2015,06:41PM,Light Rain,22 C
December 03,2015,01:03AM,Light Rain,22 C
December 03,2015,04:08PM,Light Rain,22 C
December 03,2015,08:35AM,Light Rain,22 C
December 07,2015,04:36PM,Light Rain,22 C
December 08,2015,12:11AM,Light Rain,22 C
December 26,2018,06:54AM,Light Rain,22 C
December 27,2018,12:54AM,Light Rain,22 C
February 21,2016,10:56PM,Light Rain,22 C
January 09,2018,02:42AM,Light Rain,22 C
January 18,2016,09:04PM,Light Rain,22 C
January 19,2016,11:19AM,Light Rain,22 C
January 20,2016,06:37PM,Light Rain,22 C
January 20,2016,11:15PM,Light Rain,22 C
January 21,2016,12:44AM,Light Rain,22 C
January 22,2016,09:03AM,Light Rain,22 C
July 01,2017,05:13PM,Light Rain,22 C
July 09,2018,06:52PM,Light Rain,22 C
June 14,2018,07:46AM,Light Rain,22 C
June 23,2017,05:09PM,Light Rain,22 C
March 02,2016,04:49AM,Light Rain,22 C
May 13,2018,07:51AM,Light Rain,22 C
November 02,2018,05:39AM,Light Rain,22 C
November 04,2015,10:12PM,Light Rain,22 C
November 04,2018,08:31PM,Light Rain,22 C
November 05,2017,11:25PM,Light Rain,22 C
November 08,2015,12:02AM,Light Rain,22 C
November 25,2015,11:48PM,Light Rain,22 C
November 26,2018,02:28AM,Light Rain,22 C
October 07,2018,10:45PM,Light Rain,22 C
October 14,2018,06:13PM,Light Rain,22 C
October 25,2018,08:12AM,Light Rain,22 C
October 28,2015,10:03PM,Light Rain,22 C
October 29,2015,02:48AM,Light Rain,22 C
October 29,2015,06:55AM,Light Rain,22 C
September 25,2015,11:30PM,Light Rain,22 C
September 28,2018,03:37AM,Light Rain,22 C
September 29,2015,06:10AM,Light Rain,22 C
November 23,2015,09:12AM,Light Rain with Thunder,22 C
April 22,2017,05:09AM,Rain,22 C
August 25,2018,08:42PM,Rain,22 C
December 07,2017,08:19PM,Rain,22 C
June 07,2018,03:32PM,Rain,22 C
June 13,2018,05:51PM,Rain,22 C
March 01,2016,03:23PM,Rain,22 C
March 19,2017,09:38PM,Rain,22 C
March 30,2018,11:32AM,Rain,22 C
May 21,2017,11:12PM,Rain,22 C
November 07,2018,10:38PM,Rain,22 C
November 10,2017,11:03PM,Rain,22 C
November 21,2017,12:52AM,Rain,22 C
November 30,2017,08:44PM,Rain,22 C
October 07,2017,02:58PM,Rain,22 C
October 23,2017,11:44AM,Rain,22 C
October 26,2017,06:35PM,Rain,22 C
October 30,2017,01:06PM,Rain,22 C
September 03,2018,07:37PM,Rain,22 C
September 30,2017,09:30AM,Rain,22 C
April 07,2018,11:13PM,Rain Shower,22 C
April 18,2017,08:45AM,Rain Shower,22 C
April 23,2018,04:02PM,Rain Shower,22 C
August 01,2018,11:03AM,Rain Shower,22 C
August 02,2018,01:03PM,Rain Shower,22 C
December 12,2017,02:47AM,Rain Shower,22 C
December 12,2017,04:22AM,Rain Shower,22 C
December 12,2017,06:27PM,Rain Shower,22 C
February 02,2017,11:09PM,Rain Shower,22 C
February 06,2018,11:38PM,Rain Shower,22 C
January 05,2018,09:01AM,Rain Shower,22 C
January 08,2018,11:17PM,Rain Shower,22 C
January 08,2018,12:07AM,Rain Shower,22 C
July 03,2018,07:13PM,Rain Shower,22 C
July 04,2018,09:13AM,Rain Shower,22 C
June 17,2018,05:19PM,Rain Shower,22 C
March 20,2017,08:26PM,Rain Shower,22 C
May 03,2017,03:35PM,Rain Shower,22 C
May 06,2018,09:48PM,Rain Shower,22 C
November 06,2017,03:10PM,Rain Shower,22 C
November 11,2017,03:58PM,Rain Shower,22 C
November 11,2017,05:28PM,Rain Shower,22 C
November 11,2018,02:23AM,Rain Shower,22 C
November 11,2018,05:23AM,Rain Shower,22 C
November 16,2017,08:49PM,Rain Shower,22 C
November 27,2018,09:16PM,Rain Shower,22 C
October 02,2017,03:41PM,Rain Shower,22 C
October 15,2018,04:58PM,Rain Shower,22 C
October 25,2018,07:27PM,Rain Shower,22 C
May 23,2016,10:47AM,Scattered Thunderstorms,22 C
October 11,2016,07:34PM,Scattered Thunderstorms,22 C
December 10,2016,03:11AM,Showers,22 C
November 30,2016,07:51PM,Showers,22 C
October 02,2016,10:37AM,Showers,22 C
October 28,2016,05:46PM,Showers,22 C
November 23,2015,03:57AM,Thunder,22 C
May 10,2016,08:01PM,Thunderstorms,22 C
November 24,2016,06:35AM,Few Showers,23 C
September 09,2016,02:20PM,Few Showers,23 C
September 24,2016,04:08PM,Few Showers,23 C
November 10,2016,02:46AM,Isolated Thunderstorms,23 C
April 06,2018,01:02AM,Light Rain,23 C
December 06,2018,09:20PM,Light Rain,23 C
December 08,2017,04:39AM,Light Rain,23 C
February 22,2016,10:29PM,Light Rain,23 C
January 18,2016,04:31PM,Light Rain,23 C
January 20,2016,12:37PM,Light Rain,23 C
January 22,2016,12:48PM,Light Rain,23 C
January 29,2016,06:51AM,Light Rain,23 C
March 01,2016,12:48PM,Light Rain,23 C
March 24,2016,05:11AM,Light Rain,23 C
November 03,2015,07:05AM,Light Rain,23 C
November 04,2015,08:42AM,Light Rain,23 C
November 06,2015,09:54AM,Light Rain,23 C
November 09,2015,09:14AM,Light Rain,23 C
November 09,2015,12:11AM,Light Rain,23 C
November 10,2018,11:53PM,Light Rain,23 C
November 17,2015,03:53AM,Light Rain,23 C
November 23,2015,07:06PM,Light Rain,23 C
November 23,2018,02:52AM,Light Rain,23 C
November 25,2015,08:36PM,Light Rain,23 C
November 28,2017,07:16AM,Light Rain,23 C
October 03,2017,03:30AM,Light Rain,23 C
October 14,2018,03:15AM,Light Rain,23 C
October 15,2017,03:37AM,Light Rain,23 C
October 18,2018,01:53AM,Light Rain,23 C
October 22,2015,06:09PM,Light Rain,23 C
October 27,2015,11:00PM,Light Rain,23 C
October 28,2015,06:00PM,Light Rain,23 C
October 28,2015,08:51AM,Light Rain,23 C
September 20,2018,10:53PM,Light Rain,23 C
September 26,2015,02:04AM,Light Rain,23 C
September 28,2015,09:53AM,Light Rain,23 C
September 28,2018,09:14PM,Light Rain,23 C
February 16,2016,09:33PM,Light Rain with Thunder,23 C
February 21,2016,07:12PM,Light Rain with Thunder,23 C
November 28,2015,11:04PM,Light Rain with Thunder,23 C
April 22,2017,09:14AM,Rain,23 C
August 18,2017,01:24PM,Rain,23 C
December 16,2017,02:21PM,Rain,23 C
February 01,2017,02:44PM,Rain,23 C
January 08,2018,08:57AM,Rain,23 C
January 12,2018,03:04PM,Rain,23 C
January 16,2018,02:59PM,Rain,23 C
January 29,2017,02:35PM,Rain,23 C
March 18,2017,05:03AM,Rain,23 C
March 18,2017,11:18PM,Rain,23 C
November 02,2015,07:39PM,Rain,23 C
November 07,2018,12:48PM,Rain,23 C
November 10,2017,05:58PM,Rain,23 C
November 11,2018,02:48PM,Rain,23 C
November 11,2018,10:28PM,Rain,23 C
October 03,2017,04:41PM,Rain,23 C
October 03,2017,08:51AM,Rain,23 C
October 08,2018,12:55PM,Rain,23 C
October 21,2017,09:44PM,Rain,23 C
October 24,2018,06:37PM,Rain,23 C
October 28,2017,12:29AM,Rain,23 C
September 17,2018,01:47PM,Rain,23 C
September 20,2018,02:18PM,Rain,23 C
September 27,2018,02:02PM,Rain,23 C
April 06,2018,11:02PM,Rain Shower,23 C
April 14,2018,11:35PM,Rain Shower,23 C
April 15,2018,01:05AM,Rain Shower,23 C
April 16,2018,09:30AM,Rain Shower,23 C
April 25,2018,04:03PM,Rain Shower,23 C
April 27,2017,04:37AM,Rain Shower,23 C
August 09,2018,06:06PM,Rain Shower,23 C
August 25,2018,04:42PM,Rain Shower,23 C
August 31,2017,12:39PM,Rain Shower,23 C
December 01,2017,11:19AM,Rain Shower,23 C
December 07,2018,04:53PM,Rain Shower,23 C
February 14,2018,07:10AM,Rain Shower,23 C
January 05,2018,10:31AM,Rain Shower,23 C
January 22,2017,11:53PM,Rain Shower,23 C
January 30,2018,04:14AM,Rain Shower,23 C
June 03,2018,01:26PM,Rain Shower,23 C
June 18,2018,01:44PM,Rain Shower,23 C
June 24,2017,05:09PM,Rain Shower,23 C
March 09,2018,07:54AM,Rain Shower,23 C
March 14,2017,04:08AM,Rain Shower,23 C
March 20,2017,01:31PM,Rain Shower,23 C
March 28,2018,07:36PM,Rain Shower,23 C
May 07,2018,05:40PM,Rain Shower,23 C
May 08,2018,11:01AM,Rain Shower,23 C
November 04,2018,06:56PM,Rain Shower,23 C
November 11,2017,02:28PM,Rain Shower,23 C
November 19,2017,08:37PM,Rain Shower,23 C
November 22,2017,06:52AM,Rain Shower,23 C
November 22,2018,09:02PM,Rain Shower,23 C
November 23,2018,06:37AM,Rain Shower,23 C
November 28,2017,05:41AM,Rain Shower,23 C
October 02,2017,09:30PM,Rain Shower,23 C
October 07,2018,11:25AM,Rain Shower,23 C
October 11,2018,05:15AM,Rain Shower,23 C
October 12,2018,07:45AM,Rain Shower,23 C
October 14,2018,04:18PM,Rain Shower,23 C
October 14,2018,06:33AM,Rain Shower,23 C
September 27,2018,07:32PM,Rain Shower,23 C
May 11,2016,11:23AM,Scattered Thunderstorms,23 C
November 12,2016,04:09AM,Scattered Thunderstorms,23 C
December 05,2016,06:45PM,Showers,23 C
December 17,2016,08:45AM,Showers,23 C
October 05,2016,02:17PM,Showers,23 C
November 06,2015,07:17PM,Thunderstorm,23 C
December 05,2016,09:20AM,Isolated Thunderstorms,24 C
January 12,2017,07:33AM,Isolated Thunderstorms,24 C
April 04,2018,06:52PM,Light Rain,24 C
April 12,2018,05:55PM,Light Rain,24 C
April 27,2017,03:57PM,Light Rain,24 C
December 05,2015,09:44PM,Light Rain,24 C
December 06,2015,08:45PM,Light Rain,24 C
December 09,2015,11:58PM,Light Rain,24 C
December 16,2017,08:26PM,Light Rain,24 C
December 27,2018,09:04PM,Light Rain,24 C
February 11,2016,08:52PM,Light Rain,24 C
February 15,2016,06:59PM,Light Rain,24 C
February 18,2016,02:42AM,Light Rain,24 C
February 26,2017,02:32AM,Light Rain,24 C
January 02,2016,03:29AM,Light Rain,24 C
January 09,2018,10:32PM,Light Rain,24 C
January 12,2016,01:15AM,Light Rain,24 C
January 14,2016,04:04AM,Light Rain,24 C
January 15,2016,05:39PM,Light Rain,24 C
January 16,2016,09:39PM,Light Rain,24 C
January 23,2018,02:55AM,Light Rain,24 C
January 30,2017,08:36PM,Light Rain,24 C
June 07,2018,10:47AM,Light Rain,24 C
June 20,2017,02:36PM,Light Rain,24 C
March 03,2017,02:24AM,Light Rain,24 C
March 08,2017,09:49PM,Light Rain,24 C
March 21,2017,06:31PM,Light Rain,24 C
March 25,2016,07:53AM,Light Rain,24 C
March 27,2018,05:56PM,Light Rain,24 C
March 29,2018,05:32PM,Light Rain,24 C
March 31,2018,05:07PM,Light Rain,24 C
May 05,2017,02:50PM,Light Rain,24 C
November 03,2015,04:12PM,Light Rain,24 C
November 06,2015,12:56PM,Light Rain,24 C
November 09,2018,11:58AM,Light Rain,24 C
November 10,2018,10:08AM,Light Rain,24 C
November 11,2018,08:08PM,Light Rain,24 C
November 19,2017,07:02PM,Light Rain,24 C
November 24,2015,06:31PM,Light Rain,24 C
November 29,2015,08:14PM,Light Rain,24 C
November 30,2018,09:58PM,Light Rain,24 C
October 03,2017,11:21AM,Light Rain,24 C
October 04,2018,08:52PM,Light Rain,24 C
October 09,2017,06:50PM,Light Rain,24 C
October 18,2018,05:58AM,Light Rain,24 C
October 27,2017,10:09PM,Light Rain,24 C
October 27,2018,08:17PM,Light Rain,24 C
October 31,2018,09:11PM,Light Rain,24 C
September 18,2018,04:08PM,Light Rain,24 C
September 27,2015,08:00PM,Light Rain,24 C
September 30,2018,05:09PM,Light Rain,24 C
March 12,2016,08:17PM,Light Rain with Thunder,24 C
April 02,2018,08:58PM,Rain,24 C
April 03,2018,08:13PM,Rain,24 C
April 07,2018,01:42PM,Rain,24 C
April 08,2018,03:08PM,Rain,24 C
April 22,2017,01:31PM,Rain,24 C
December 01,2018,03:21PM,Rain,24 C
December 18,2017,02:19PM,Rain,24 C
December 21,2017,06:53AM,Rain,24 C
December 23,2017,03:26PM,Rain,24 C
December 26,2018,02:20PM,Rain,24 C
December 26,2018,02:54PM,Rain,24 C
December 27,2018,02:54PM,Rain,24 C
February 02,2017,06:34PM,Rain,24 C
February 13,2018,06:55PM,Rain,24 C
February 16,2018,02:58PM,Rain,24 C
February 26,2018,01:08PM,Rain,24 C
February 28,2017,01:20PM,Rain,24 C
January 04,2019,10:23PM,Rain,24 C
January 05,2018,08:13PM,Rain,24 C
January 12,2016,05:45AM,Rain,24 C
January 13,2016,09:03PM,Rain,24 C
January 13,2018,01:26PM,Rain,24 C
January 17,2018,02:49PM,Rain,24 C
January 21,2017,02:34PM,Rain,24 C
January 22,2017,02:33PM,Rain,24 C
January 23,2018,08:25PM,Rain,24 C
January 30,2017,02:31PM,Rain,24 C
January 30,2017,04:50PM,Rain,24 C
January 30,2018,07:49AM,Rain,24 C
March 01,2017,05:05PM,Rain,24 C
March 10,2017,04:19PM,Rain,24 C
May 22,2017,10:22AM,Rain,24 C
November 03,2018,04:34PM,Rain,24 C
November 13,2018,05:58PM,Rain,24 C
November 14,2018,05:58PM,Rain,24 C
November 19,2017,12:37PM,Rain,24 C
November 19,2018,01:08PM,Rain,24 C
November 21,2017,02:52PM,Rain,24 C
November 26,2018,10:08AM,Rain,24 C
November 27,2017,02:06PM,Rain,24 C
October 10,2018,12:55PM,Rain,24 C
October 13,2018,08:05PM,Rain,24 C
October 18,2018,01:33PM,Rain,24 C
October 30,2017,08:56PM,Rain,24 C
September 27,2018,04:17PM,Rain,24 C
April 08,2017,09:57PM,Rain Shower,24 C
April 12,2018,03:35PM,Rain Shower,24 C
April 14,2018,09:20PM,Rain Shower,24 C
April 15,2018,09:30AM,Rain Shower,24 C
August 19,2017,04:01PM,Rain Shower,24 C
December 02,2017,05:35PM,Rain Shower,24 C
December 02,2018,07:01PM,Rain Shower,24 C
December 03,2017,09:30PM,Rain Shower,24 C
December 04,2018,02:20PM,Rain Shower,24 C
December 05,2018,08:20PM,Rain Shower,24 C
December 07,2018,11:18AM,Rain Shower,24 C
December 12,2017,09:02AM,Rain Shower,24 C
December 12,2017,12:57PM,Rain Shower,24 C
February 14,2018,11:10PM,Rain Shower,24 C
February 19,2017,05:24PM,Rain Shower,24 C
February 21,2017,12:29PM,Rain Shower,24 C
January 04,2018,10:31AM,Rain Shower,24 C
January 06,2018,12:11AM,Rain Shower,24 C
January 13,2018,02:56PM,Rain Shower,24 C
January 18,2018,08:04PM,Rain Shower,24 C
January 20,2018,11:54PM,Rain Shower,24 C
