,yyyy,mm,tmax_C,tmin_C,af,rain_mm,sun_hours
1621,1988,Feb,8.1,2.3,5.0,33.8,103.7
1622,1988,Mar,10.2,3.8,4.0,59.1,85.2
1623,1988,Apr,12.6,4.6,3.0,30.2,132.0
1624,1988,May,17.1,7.8,0.0,32.0,178.1
1625,1988,Jun,18.7,10.3,0.0,59.6,142.3
1626,1988,Jul,18.9,11.6,0.0,96.5,138.8
1627,1988,Aug,20.4,11.9,0.0,38.8,178.8
1628,1988,Sep,17.9,10.4,0.0,39.6,136.9
1629,1988,Oct,14.5,8.0,2.0,38.6,120.0
1630,1988,Nov,9.1,1.6,15.0,29.5,91.4
1631,1988,Dec,10.1,5.4,0.0,13.4,46.7
1632,1989,Jan,9.1,3.6,5.0,33.4,68.2
1633,1989,Feb,9.9,3.0,4.0,55.1,107.0
1634,1989,Mar,12.0,4.6,1.0,47.0,100.9
1635,1989,Apr,11.0,3.6,1.0,63.8,133.9
1636,1989,May,19.7,8.6,0.0,29.2,300.8
1637,1989,Jun,20.8,10.5,0.0,45.9,244.4
1638,1989,Jul,24.9,14.0,0.0,29.4,280.4
1639,1989,Aug,23.4,12.4,0.0,43.3,269.5
1640,1989,Sep,19.9,11.9,0.0,23.8,141.6
1641,1989,Oct,15.9,8.9,0.0,53.9,90.8
1642,1989,Nov,9.8,3.2,7.0,32.5,104.1
1643,1989,Dec,8.2,3.3,4.0,141.5,26.5
1644,1990,Jan,10.0,4.5,1.0,75.0,58.3
1645,1990,Feb,11.3,5.3,0.0,94.2,95.7
1646,1990,Mar,12.7,5.0,2.0,18.4,144.1
1647,1990,Apr,13.7,3.3,5.0,20.4,234.4
1648,1990,May,19.2,7.8,0.0,8.7,285.0
1649,1990,Jun,18.2,10.7,0.0,48.8,121.1
1650,1990,Jul,23.8,12.2,0.0,17.7,268.5
1651,1990,Aug,24.7,14.0,0.0,26.5,236.6
1652,1990,Sep,18.7,9.4,0.0,41.1,164.7
1653,1990,Oct,15.8,9.3,0.0,45.9,124.4
1654,1990,Nov,9.8,4.3,1.0,20.0,83.7
1655,1990,Dec,6.9,1.7,10.0,56.3,58.8
1656,1991,Jan,6.4,1.2,8.0,60.9,66.9
1657,1991,Feb,4.7,-1.6,18.0,20.5,60.0
1658,1991,Mar,11.5,5.1,2.0,46.1,87.2
1659,1991,Apr,12.2,4.6,1.0,56.3,156.6
1660,1991,May,15.3,7.4,0.0,8.6,142.9
1661,1991,Jun,16.8,9.0,0.0,74.8,150.0
1662,1991,Jul,22.2,13.7,0.0,92.8,217.3
1663,1991,Aug,23.2,13.3,0.0,11.6,241.4
1664,1991,Sep,20.2,10.6,0.0,42.9,165.4
1665,1991,Oct,13.4,7.3,0.0,34.2,79.4
1666,1991,Nov,9.9,4.5,2.0,62.2,57.4
1667,1991,Dec,7.0,1.6,11.0,15.9,58.4
1668,1992,Jan,5.9,1.5,12.0,30.4,46.8
1669,1992,Feb,8.9,2.1,8.0,22.0,67.3
1670,1992,Mar,11.0,4.8,1.0,47.7,73.3
1671,1992,Apr,13.2,5.6,2.0,57.7,139.2
1672,1992,May,19.7,9.1,0.0,62.2,262.7
1673,1992,Jun,21.4,11.7,0.0,43.4,212.2
1674,1992,Jul,21.1,13.5,0.0,70.1,164.0
1675,1992,Aug,20.3,12.8,0.0,108.9,173.6
1676,1992,Sep,17.6,10.8,0.0,106.9,120.2
1677,1992,Oct,11.2,5.2,2.0,75.7,101.3
1678,1992,Nov,10.9,4.7,0.0,119.9,61.5
1679,1992,Dec,6.4,1.3,11.0,50.7,47.2
1680,1993,Jan,9.6,3.5,5.0,82.4,38.0
1681,1993,Feb,7.1,2.4,4.0,7.1,54.7
1682,1993,Mar,11.0,3.9,3.0,32.7,135.0
1683,1993,Apr,13.2,6.6,0.0,69.2,111.9
1684,1993,May,16.6,8.0,0.0,56.6,196.7
1685,1993,Jun,20.7,11.5,0.0,40.1,231.4
1686,1993,Jul,20.8,12.3,0.0,51.3,190.0
1687,1993,Aug,20.5,11.1,0.0,26.7,238.3
1688,1993,Sep,16.7,9.3,0.0,96.1,107.7
1689,1993,Oct,11.9,6.0,3.0,112.4,120.0
1690,1993,Nov,8.0,2.6,8.0,51.0,76.3
1691,1993,Dec,8.7,3.4,4.0,98.0,55.0
1692,1994,Jan,8.5,3.3,2.0,82.2,87.0
1693,1994,Feb,6.7,1.3,8.0,62.4,77.6
1694,1994,Mar,11.7,5.3,0.0,41.9,127.6
1695,1994,Apr,12.5,5.1,0.0,52.0,177.7
1696,1994,May,15.3,7.6,0.0,84.5,162.1
1697,1994,Jun,20.6,11.0,0.0,13.5,254.9
1698,1994,Jul,24.8,13.8,0.0,54.2,248.3
1699,1994,Aug,21.1,13.0,0.0,52.5,191.8
1700,1994,Sep,16.6,10.4,0.0,62.6,113.1
1701,1994,Oct,14.1,6.9,0.0,67.4,137.5
1702,1994,Nov,12.7,8.4,0.0,55.7,46.7
1703,1994,Dec,9.6,3.9,5.0,74.6,68.2
1704,1995,Jan,8.5,2.2,7.0,116.3,61.8
1705,1995,Feb,10.4,4.4,1.0,66.0,74.9
1706,1995,Mar,10.5,2.0,6.0,49.3,198.7
1707,1995,Apr,14.3,5.4,3.0,18.9,190.1
1708,1995,May,17.8,7.8,0.0,54.1,233.5
1709,1995,Jun,20.0,10.4,0.0,6.6,194.4
1710,1995,Jul,25.1,13.9,0.0,37.8,247.6
1711,1995,Aug,26.4,13.9,0.0,4.4,285.1
1712,1995,Sep,18.3,10.3,0.0,98.8,135.3
1713,1995,Oct,17.3,10.3,0.0,33.2,139.9
1714,1995,Nov,11.3,5.2,5.0,98.2,78.1
1715,1995,Dec,4.6,0.2,15.0,99.8,40.9
1716,1996,Jan,6.6,3.1,7.0,35.5,29.3
1717,1996,Feb,6.2,-0.1,17.0,60.8,103.4
1718,1996,Mar,8.4,1.8,9.0,27.1,76.4
1719,1996,Apr,13.8,4.8,5.0,49.3,148.3
1720,1996,May,14.1,5.6,1.0,35.7,185.7
1721,1996,Jun,21.2,10.2,0.0,23.7,290.7
1722,1996,Jul,23.3,12.7,0.0,25.5,256.6
1723,1996,Aug,22.4,12.5,0.0,53.1,211.6
1724,1996,Sep,18.4,10.3,0.0,16.1,125.3
1725,1996,Oct,15.8,8.6,0.0,33.0,130.8
1726,1996,Nov,9.6,2.9,10.0,81.6,101.0
1727,1996,Dec,5.5,0.9,13.0,16.2,55.5
1728,1997,Jan,5.1,-0.2,16.0,11.9,51.4
1729,1997,Feb,10.4,4.2,3.0,76.5,64.2
1730,1997,Mar,13.3,5.5,0.0,7.2,150.2
1731,1997,Apr,14.5,4.9,2.0,17.5,189.9
1732,1997,May,17.4,7.4,1.0,61.2,261.4
1733,1997,Jun,18.9,11.3,0.0,66.7,137.1
1734,1997,Jul,22.8,12.9,0.0,25.4,231.7
1735,1997,Aug,24.9,15.7,0.0,104.2,172.0
1736,1997,Sep,19.7,10.7,0.0,18.5,169.7
1737,1997,Oct,14.9,6.6,6.0,57.2,153.8
1738,1997,Nov,11.7,6.1,1.0,94.6,47.1
1739,1997,Dec,9.0,3.6,6.0,58.7,55.7
1740,1998,Jan,8.3,2.9,9.0,60.0,64.0
1741,1998,Feb,11.5,4.1,4.0,8.7,113.0
1742,1998,Mar,11.8,5.4,1.0,57.4,77.5
1743,1998,Apr,11.9,5.1,1.0,107.7,105.8
1744,1998,May,18.7,9.1,0.0,20.9,199.8
1745,1998,Jun,19.1,11.5,0.0,75.9,114.0
1746,1998,Jul,21.0,12.4,0.0,29.5,157.0
1747,1998,Aug,22.4,11.9,0.0,26.8,225.0
1748,1998,Sep,19.6,11.8,0.0,119.4,133.8
1749,1998,Oct,14.4,8.2,0.0,116.4,94.5
1750,1998,Nov,9.3,2.2,7.0,69.9,66.3
1751,1998,Dec,9.4,3.2,8.0,72.7,38.1
1752,1999,Jan,9.0,3.4,4.0,91.9,51.1
1753,1999,Feb,8.6,2.9,5.0,32.9,81.3
1754,1999,Mar,11.6,4.8,1.0,28.8,97.4
1755,1999,Apr,14.3,6.1,2.0,57.6,147.6
1756,1999,May,18.2,9.7,0.0,50.9,153.6
1757,1999,Jun,19.7,10.1,0.0,65.3,202.1
1758,1999,Jul,24.2,13.3,0.0,7.2,235.4
1759,1999,Aug,21.6,12.9,0.0,98.3,159.2
1760,1999,Sep,20.8,12.4,0.0,102.1,155.2
1761,1999,Oct,15.1,7.1,0.0,70.8,144.8
1762,1999,Nov,10.8,5.3,0.0,41.1,81.1
1763,1999,Dec,8.3,1.7,9.0,89.8,60.9
1764,2000,Jan,8.1,2.0,9.0,19.8,82.1
1765,2000,Feb,10.2,3.8,3.0,78.3,104.9
1766,2000,Mar,11.7,4.2,2.0,11.9,112.6
1767,2000,Apr,12.4,4.8,2.0,137.2,143.4
1768,2000,May,17.2,8.6,0.0,67.7,189.8
1769,2000,Jun,20.5,12.2,0.0,19.4,164.6
1770,2000,Jul,20.8,12.3,0.0,28.5,161.2
1771,2000,Aug,22.7,13.3,0.0,58.3,209.4
1772,2000,Sep,19.2,12.1,0.0,87.2,126.1
1773,2000,Oct,14.3,8.2,0.0,119.5,83.9
1774,2000,Nov,10.6,4.8,0.0,99.1,69.2
1775,2000,Dec,8.6,4.2,7.0,99.8,51.9
1776,2001,Jan,6.4,1.2,13.0,57.4,83.3
1777,2001,Feb,8.8,2.0,10.0,68.6,85.0
1778,2001,Mar,9.0,3.1,5.0,75.1,74.1
1779,2001,Apr,12.9,4.8,0.0,72.7,148.2
1780,2001,May,18.5,7.9,0.0,35.5,198.3
1781,2001,Jun,20.7,10.6,0.0,23.1,226.8
1782,2001,Jul,23.4,13.4,0.0,57.2,206.1
1783,2001,Aug,22.7,12.9,0.0,92.0,184.1
1784,2001,Sep,17.9,10.5,0.0,35.0,123.0
1785,2001,Oct,17.0,11.1,0.0,92.4,100.9
1786,2001,Nov,11.2,3.9,5.0,38.5,86.9
1787,2001,Dec,6.8,0.2,17.0,29.5,79.2
1788,2002,Jan,9.2,3.4,5.0,57.4,44.4
1789,2002,Feb,11.1,4.4,3.0,70.9,80.5
1790,2002,Mar,12.4,4.6,3.0,33.0,101.1
1791,2002,Apr,15.2,5.2,0.0,43.0,210.0
1792,2002,May,16.8,8.4,0.0,58.3,177.5
1793,2002,Jun,20.0,10.3,0.0,42.4,163.3
1794,2002,Jul,22.1,12.0,0.0,89.6,178.8
1795,2002,Aug,22.8,12.9,0.0,53.2,166.2
1796,2002,Sep,19.7,10.0,0.0,24.8,167.1
1797,2002,Oct,14.8,7.1,1.0,109.4,104.8
1798,2002,Nov,11.8,6.4,0.0,133.4,52.3
1799,2002,Dec,8.9,4.1,4.0,98.1,41.3
1800,2003,Jan,7.6,1.8,11.0,81.4,87.7
1801,2003,Feb,8.4,0.6,15.0,17.3,94.4
1802,2003,Mar,13.3,2.7,8.0,25.2,154.8
1803,2003,Apr,15.3,4.6,5.0,36.8,169.8
1804,2003,May,17.5,8.1,0.0,48.1,191.2
1805,2003,Jun,22.4,11.8,0.0,55.5,213.6
1806,2003,Jul,23.7,13.4,0.0,53.8,192.0
1807,2003,Aug,25.5,13.5,0.0,3.0,228.4
1808,2003,Sep,21.3,8.1,0.0,17.4,175.3
1809,2003,Oct,14.0,3.9,5.0,31.7,134.8
1810,2003,Nov,12.0,5.7,1.0,89.6,78.9
1811,2003,Dec,8.7,1.8,10.0,70.7,53.6
1812,2004,Jan,8.8,2.7,9.0,66.1,62.7
1813,2004,Feb,8.7,2.9,11.0,25.5,79.1
1814,2004,Mar,10.9,3.4,2.0,51.8,101.5
1815,2004,Apr,14.7,6.2,0.0,68.8,150.3
1816,2004,May,18.0,8.6,0.0,41.1,195.5
1817,2004,Jun,21.8,12.0,0.0,23.8,223.6
1818,2004,Jul,22.0,12.2,0.0,83.1,169.5
1819,2004,Aug,23.4,14.2,0.0,135.0,194.1
1820,2004,Sep,20.1,11.7,0.0,28.9,174.4
1821,2004,Oct,14.7,8.6,0.0,131.4,102.4
1822,2004,Nov,10.9,5.8,1.0,34.2,52.4
1823,2004,Dec,8.6,2.8,6.0,37.7,58.3
1824,2005,Jan,9.4,3.8,2.0,18.2,65.4
1825,2005,Feb,7.3,2.1,10.0,20.0,66.3
1826,2005,Mar,11.2,4.7,6.0,44.5,79.3
1827,2005,Apr,14.3,5.7,1.0,50.2,136.3
1828,2005,May,17.2,7.6,0.0,31.5,226.4
1829,2005,Jun,21.6,12.0,0.0,93.4,177.6
1830,2005,Jul,22.3,13.4,0.0,34.9,192.0
1831,2005,Aug,23.1,12.2,0.0,31.3,235.7
1832,2005,Sep,20.9,11.9,0.0,38.5,155.4
1833,2005,Oct,17.1,10.9,0.0,53.4,92.0
1834,2005,Nov,9.9,3.1,11.0,38.6,88.0
1835,2005,Dec,7.7,1.8,11.0,50.2,55.7
1836,2006,Jan,7.2,2.2,8.0,16.6,54.9
1837,2006,Feb,6.6,0.8,12.0,33.0,73.1
1838,2006,Mar,9.2,2.0,10.0,59.3,95.5
1839,2006,Apr,13.9,5.4,2.0,36.3,152.5
1840,2006,May,17.6,9.0,0.0,104.7,165.7
1841,2006,Jun,23.1,11.7,0.0,5.3,246.2
1842,2006,Jul,27.1,14.9,0.0,87.3,303.7
1843,2006,Aug,21.8,13.1,0.0,58.7,167.2
1844,2006,Sep,22.1,13.5,0.0,90.8,156.5
1845,2006,Oct,17.2,10.6,0.0,118.0,109.0
1846,2006,Nov,12.1,5.1,4.0,86.4,101.2
1847,2006,Dec,9.4,4.3,6.0,68.7,42.7
1848,2007,Jan,10.4,4.8,4.0,73.3,79.8
1849,2007,Feb,9.7,3.7,7.0,81.0,67.6
1850,2007,Mar,12.0,3.7,2.0,36.9,165.4
1851,2007,Apr,17.8,5.6,0.0,1.8,210.7
1852,2007,May,17.5,7.1,0.0,135.2,165.5
1853,2007,Jun,20.5,11.3,0.0,78.8,149.0
1854,2007,Jul,20.6,12.2,0.0,105.5,195.1
1855,2007,Aug,21.7,12.0,0.0,38.2,209.2
1856,2007,Sep,19.2,10.3,0.0,17.7,142.6
1857,2007,Oct,15.1,7.9,0.0,68.9,102.5
1858,2007,Nov,11.3,4.3,4.0,56.0,86.9
1859,2007,Dec,8.3,2.4,11.0,60.6,57.2
1860,2008,Jan,10.3,4.7,0.0,81.6,62.4
1861,2008,Feb,10.5,1.7,11.0,16.9,124.1
1862,2008,Mar,10.6,3.5,2.0,90.3,115.2
1863,2008,Apr,13.1,4.7,3.0,46.9,161.2
1864,2008,May,18.7,9.5,0.0,106.6,173.2
1865,2008,Jun,20.1,11.1,0.0,67.3,223.8
1866,2008,Jul,22.0,12.8,0.0,90.0,198.5
1867,2008,Aug,20.8,13.9,0.0,77.0,141.8
1868,2008,Sep,17.8,10.2,0.0,73.5,113.5
1869,2008,Oct,14.6,5.7,1.0,39.3,132.2
1870,2008,Nov,10.1,4.8,3.0,94.2,67.0
1871,2008,Dec,6.9,1.3,11.0,37.3,73.5
1872,2009,Jan,6.3,0.2,16.0,47.8,69.3
1873,2009,Feb,7.9,2.0,10.0,54.5,64.5
1874,2009,Mar,12.4,3.2,3.0,20.2,161.4
1875,2009,Apr,15.6,6.1,0.0,36.0,168.4
1876,2009,May,18.2,8.3,0.0,44.8,226.1
1877,2009,Jun,22.0,10.7,0.0,49.3,203.3
1878,2009,Jul,22.4,13.1,0.0,72.8,212.3
1879,2009,Aug,22.7,13.3,0.0,46.6,190.6
1880,2009,Sep,20.2,10.6,0.0,9.0,163.7
1881,2009,Oct,16.2,8.4,0.0,44.4,109.7
1882,2009,Nov,12.5,7.0,0.0,105.2,73.5
1883,2009,Dec,6.8,0.8,12.0,89.9,61.5
1884,2010,Jan,4.7,-1.0,17.0,56.4,68.2
1885,2010,Feb,7.1,1.3,7.0,79.8,59.3
1886,2010,Mar,11.3,3.2,8.0,47.6,130.2
1887,2010,Apr,15.8,4.9,0.0,25.5,209.5
1888,2010,May,17.6,7.3,0.0,28.6,207.4
1889,2010,Jun,23.0,11.1,0.0,34.5,230.5
1890,2010,Jul,23.9,14.2,0.0,17.9,181.0
1891,2010,Aug,21.4,12.1,0.0,146.2,141.7
1892,2010,Sep,18.8,10.3,0.0,52.5,123.1
1893,2010,Oct,14.5,7.4,2.0,43.4,123.5
1894,2010,Nov,8.2,2.9,10.0,38.6,53.6
1895,2010,Dec,2.7,-2.2,25.0,32.7,25.8
1896,2011,Jan,7.0,1.9,12.0,58.8,49.3
1897,2011,Feb,10.4,4.4,1.0,49.3,34.2
1898,2011,Mar,12.4,3.2,5.0,9.3,141.5
1899,2011,Apr,19.4,7.3,0.0,0.5,211.4
1900,2011,May,18.9,8.4,0.0,42.5,208.7
1901,2011,Jun,19.3,10.2,0.0,54.1,188.5
1902,2011,Jul,21.4,10.2,0.0,43.1,179.4
1903,2011,Aug,20.7,11.4,0.0,65.6,157.8
1904,2011,Sep,20.7,10.7,0.0,31.8,151.7
1905,2011,Oct,17.2,9.5,0.0,26.3,130.6
1906,2011,Nov,13.5,6.3,1.0,28.4,64.8
1907,2011,Dec,9.3,3.1,4.0,71.2,62.6
1908,2012,Jan,9.8,3.6,6.0,34.6,85.7
1909,2012,Feb,7.3,1.2,12.0,21.3,71.7
1910,2012,Mar,14.0,3.6,2.0,24.3,164.3
1911,2012,Apr,12.6,4.6,2.0,143.0,135.1
1912,2012,May,17.7,9.7,0.0,55.5,185.6
1913,2012,Jun,18.9,11.6,0.0,151.7,128.3
1914,2012,Jul,20.5,12.6,0.0,100.0,178.2
1915,2012,Aug,21.8,13.6,0.0,85.6,168.4
1916,2012,Sep,18.4,9.2,0.0,57.6,173.2
1917,2012,Oct,13.4,7.1,0.0,124.2,85.5
1918,2012,Nov,10.1,4.2,1.0,83.3,74.0
1919,2012,Dec,8.6,2.6,9.0,103.3,61.7
1920,2013,Jan,6.4,1.9,14.0,58.5,47.8
1921,2013,Feb,6.2,0.9,5.0,47.4,72.3
1922,2013,Mar,6.3,0.2,16.0,76.6,60.7
1923,2013,Apr,12.9,3.9,6.0,24.8,177.0
1924,2013,May,15.9,6.7,0.0,66.2,193.6
1925,2013,Jun,19.3,10.2,0.0,17.3,181.3
1926,2013,Jul,25.5,13.9,0.0,45.7,297.3
1927,2013,Aug,23.1,13.1,0.0,19.3,205.9
1928,2013,Sep,19.0,9.9,0.0,40.6,123.1
1929,2013,Oct,16.3,9.9,0.0,86.5,101.8
1930,2013,Nov,9.9,3.8,2.0,55.2,85.7
1931,2013,Dec,10.0,3.6,0.0,97.7,63.6
1932,2014,Jan,9.3,3.5,3.0,146.9,77.7
1933,2014,Feb,9.7,4.2,0.0,90.1,97.4
1934,2014,Mar,12.8,3.5,2.0,39.2,135.6
1935,2014,Apr,15.0,6.4,0.0,50.2,149.5
1936,2014,May,17.1,8.9,0.0,90.3,185.7
1937,2014,Jun,21.5,11.8,0.0,36.9,236.3
1938,2014,Jul,24.9,13.5,0.0,45.5,264.6
1939,2014,Aug,20.8,11.7,0.0,85.6,190.5
1940,2014,Sep,21.1,11.4,0.0,4.1,143.7
1941,2014,Oct,16.8,9.9,0.0,65.6,116.9
1942,2014,Nov,11.5,5.7,2.0,98.6,60.9
1943,2014,Dec,8.7,2.4,9.0,44.0,96.9
1944,2015,Jan,8.4,1.6,10.0,53.6,81.0
1945,2015,Feb,7.5,1.0,10.0,46.2,80.8
1946,2015,Mar,11.4,3.3,1.0,25.6,122.9
1947,2015,Apr,15.9,4.5,0.0,22.5,214.1
1948,2015,May,16.8,7.7,0.0,55.6,183.3
1949,2015,Jun,21.1,10.2,0.0,28.9,242.9
1950,2015,Jul,22.6,12.5,0.0,47.8,201.0
1951,2015,Aug,21.3,13.0,0.0,57.2,135.3
1952,2015,Sep,18.4,8.9,0.0,36.8,164.3
1953,2015,Oct,15.1,7.9,0.0,45.0,84.1
1954,2015,Nov,13.1,7.3,2.0,65.3,33.8
1955,2015,Dec,13.4,8.3,0.0,62.9,38.3
1956,2016,Jan,9.4,3.0,5.0,83.9,59.1
1957,2016,Feb,9.1,2.7,6.0,47.6,112.9
1958,2016,Mar,10.2,2.2,4.0,74.2,123.8
1959,2016,Apr,12.9,4.0,1.0,53.1,163.7
1960,2016,May,18.4,8.7,0.0,86.1,202.9
1961,2016,Jun,20.0,11.9,0.0,95.7,100.4
1962,2016,Jul,23.3,13.8,0.0,3.4,227.6
1963,2016,Aug,23.5,13.6,0.0,41.2,204.5
1964,2016,Sep,20.9,13.0,0.0,44.6,113.2
1965,2016,Oct,15.1,7.3,0.0,26.5,112.2
1966,2016,Nov,9.4,3.3,3.0,76.1,88.3
1967,2016,Dec,9.6,3.0,10.0,25.8,62.3
1968,2017,Jan,7.3,0.8,16.0,62.8,64.6
1969,2017,Feb,9.5,4.0,1.0,42.8,58.4
1970,2017,Mar,13.7,5.8,0.0,43.1,115.6
1971,2017,Apr,15.1,4.7,0.0,5.4,174.6
1972,2017,May,19.0,9.4,0.0,63.6,169.4
1973,2017,Jun,22.7,12.9,0.0,29.7,213.3
1974,2017,Jul,23.3,13.9,0.0,62.3,179.2
1975,2017,Aug,21.4,12.6,0.0,62.8,176.1
1976,2017,Sep,18.5,10.4,0.0,64.6,119.4
1977,2017,Oct,16.1,9.7,0.0,17.1,97.7
1978,2017,Nov,10.7,3.8,3.0,48.4,99.6
1979,2017,Dec,8.3,2.6,10.0,74.2,55.5
1980,2018,Jan,9.1,3.2,4.0,66.3,58.5
1981,2018,Feb,6.3,0.1,14.0,24.9,109.6
1982,2018,Mar,8.9,2.5,8.0,88.5,74.3
1983,2018,Apr,14.1,7.6,0.0,61.1,121.8
1984,2018,May,19.7,8.8,1.0,72.5,259.5
1985,2018,Jun,22.6,11.9,0.0,3.6,262.2
1986,2018,Jul,27.1,14.5,0.0,20.7,300.7
1987,2018,Aug,22.9,13.2,0.0,50.5,182.9
1988,2018,Sep,19.6,10.1,1.0,40.7,174.6
1989,2018,Oct,15.3,7.2,3.0,52.3,131.1
1990,2018,Nov,11.4,5.7,2.0,61.7,76.8
